Model,Release Date,Release Year,Model ID,Device Type,Year,Month,Company,Company_real,Company ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Mass (grams),Pixel Density (per inch),Mass New,Depth New,principal component 1,principal component 2,Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams)
Philips Nino 312 / Nino 320 / Nino 390,1998-12-01,1998.916667,88,Phone,1998,12,Philips,Philips,105,0.003875851,0.000130058,0.0370609,0.143884892,0.056910569,0.142857143,0.035991379,0.157748612,0.964008621,0.91725465,-0.38315515,0.091561058,0.219645293,0.348360656,0.08274535,0.037984712,0.035991379
Compaq Aero 2100 / 2110,1999-01-01,1999,89,Phone,1999,1,Compaq,Compaq,32,0.003875851,0.000195599,0.034559759,0.165467626,0.056910569,0.142857143,0.017887931,0.139323574,0.982112069,0.910840282,-0.386462152,0.108031473,0.214188267,0.348360656,0.089159718,0.019356358,0.017887931
Hewlett-Packard Jornada 820,1999-01-01,1999,90,Phone,1999,1,Hewlett-Packard,Hewlett-Packard,58,0.00778222,0.000261141,0.094587132,0.467625899,0.219512195,0.222222222,0.22737069,0.134528016,0.77262931,0.83066068,-0.223200315,0.414098212,0.653478854,0.528688525,0.16933932,0.295270111,0.22737069
Hewlett-Packard Jornada 820e,1999-01-01,1999,91,Phone,1999,1,Hewlett-Packard,Hewlett-Packard,58,0.00778222,0.000261141,0.094587132,0.467625899,0.219512195,0.222222222,0.22737069,0.134528016,0.77262931,0.83066068,-0.223200315,0.414098212,0.653478854,0.528688525,0.16933932,0.295270111,0.22737069
Nokia 9110i Communicator,1999-01-01,1999,92,Phone,1999,1,Nokia,Nokia Corporation,92,0.001922666,6.45E-05,0.016051319,0.201438849,0.219512195,0.083333333,0.041594828,0.345784957,0.958405172,0.865939705,-0.31604115,0.090361044,0.413369714,0.028688525,0.134060295,0.004132497,0.041594828
3Com Palm IIIx,1999-02-01,1999.083333,93,Phone,1999,2,3Com,3Com,1,0.001922666,3.17E-05,0.007547442,0.115107914,0.024390244,0.063492063,0.023706897,0.058556285,0.976293103,0.923669019,-0.472451241,0.129865298,0.203274216,0.286885246,0.076330981,0.027707,0.023706897
3Com Palm V,1999-02-01,1999.083333,94,Phone,1999,2,3Com,3Com,1,0.000946074,3.17E-05,0.007547442,0.107913669,0.024390244,0.063492063,0.011853448,0.0681474,0.988146552,0.974983964,-0.468452021,0.110900623,0.200545703,0.270491803,0.025016036,0.0102563,0.011853448
NEC MobilePro 770,1999-02-01,1999.083333,95,Phone,1999,2,NEC,NEC Corporationæ,91,0.015594958,0.000392223,0.065073674,0.460431655,0.219512195,0.103174603,0.153017241,0.100706714,0.846982759,0.854393842,-0.291712605,0.417239067,0.650750341,0.336065574,0.145606158,0.18846755,0.153017241
Philips Nino 200 / Nino 210,1999-02-01,1999.083333,96,Phone,1999,2,Philips,Philips,105,0.003875851,0.000130058,0.0370609,0.143884892,0.056910569,0.142857143,0.035991379,0.157748612,0.964008621,0.910840282,-0.383595958,0.092116849,0.21691678,0.352459016,0.089159718,0.040275785,0.035991379
Hewlett-Packard Jornada 420 / 428,1999-03-01,1999.166667,97,Phone,1999,3,Hewlett-Packard,Hewlett-Packard,58,0.003875851,0.000130058,0.049566602,0.129496403,0.056910569,0.142857143,0.040948276,0.17617365,0.959051724,0.892238614,-0.375605213,0.075127176,0.204092769,0.329918033,0.107761386,0.042181444,0.040948276
Sharp Telios HC-AJ1,1999-03-01,1999.166667,98,Phone,1999,3,Sharp,Sharp Corporation,115,0.00778222,0.000261141,0.064073217,0.388489209,0.284552846,0.281746032,0.161637931,0.244068652,0.838362069,0.883899936,-0.184070555,0.291172521,0.506139154,0.672131148,0.116100064,0.202470933,0.161637931
Compaq Aero 2120 / 2130,1999-04-01,1999.25,99,Phone,1999,4,Compaq,Compaq,32,0.00778222,0.000195599,0.034559759,0.165467626,0.056910569,0.142857143,0.017887931,0.139323574,0.982112069,0.910840282,-0.384408968,0.108001813,0.214188267,0.348360656,0.089159718,0.019356358,0.017887931
Hewlett-Packard Jornada 680,1999-04-01,1999.25,100,Phone,1999,4,Hewlett-Packard,Hewlett-Packard,58,0.00778222,0.000261141,0.06607413,0.345323741,0.219512195,0.103174603,0.096982759,0.15345785,0.903017241,0.821039128,-0.307388527,0.299489681,0.497953615,0.18852459,0.178960872,0.121277006,0.096982759
Hewlett-Packard Jornada 680e,1999-04-01,1999.25,101,Phone,1999,4,Hewlett-Packard,Hewlett-Packard,58,0.00778222,0.000261141,0.06607413,0.345323741,0.219512195,0.103174603,0.096982759,0.15345785,0.903017241,0.821039128,-0.307388527,0.299489681,0.497953615,0.18852459,0.178960872,0.121277006,0.096982759
Hitachi HPW-600ET,1999-04-01,1999.25,102,Phone,1999,4,Hitachi,"Hitachi, Ltd",59,0.00778222,0.000523305,0.063572989,0.417266187,0.219512195,0.103174603,0.168103448,0.118626956,0.831896552,0.8466966,-0.300201923,0.389050482,0.581991814,0.454918033,0.1533034,0.216452905,0.168103448
Hitachi HPW-600ETM,1999-04-01,1999.25,103,Phone,1999,4,Hitachi,"Hitachi, Ltd",59,0.015594958,0.000523305,0.063572989,0.417266187,0.219512195,0.103174603,0.168103448,0.118626956,0.831896552,0.8466966,-0.296095556,0.388991163,0.581991814,0.454918033,0.1533034,0.216452905,0.168103448
3Com Palm VII,1999-05-01,1999.333333,104,Phone,1999,5,3Com,3Com,1,0.000946074,3.17E-05,0.007547442,0.115107914,0.024390244,0.063492063,0.029741379,0.058556285,0.970258621,0.923669019,-0.472779183,0.132374609,0.203274216,0.344262295,0.076330981,0.032075027,0.029741379
Casio Cassiopeia A-23G,1999-05-01,1999.333333,105,Phone,1999,5,Casio,Casio,26,0.00778222,0.000130058,0.03956204,0.345323741,0.219512195,0.103174603,0.079956897,0.15345785,0.920043103,0.862732521,-0.319165604,0.292717136,0.487039563,0.186065574,0.137267479,0.08628996,0.079956897
Casio Cassiopeia E-100,1999-05-01,1999.333333,106,Phone,1999,5,Casio,Casio,26,0.00778222,0.000261141,0.065073674,0.151079137,0.056910569,0.142857143,0.026293103,0.17617365,0.973706897,0.910840282,-0.360027354,0.077836221,0.210368349,0.336885246,0.089159718,0.035522343,0.026293103
Casio Cassiopeia E-15,1999-05-01,1999.333333,107,Phone,1999,5,Casio,Casio,26,0.00778222,0.000261141,0.034059531,0.129496403,0.056910569,0.142857143,0.040948276,0.154972236,0.959051724,0.942912123,-0.384500099,0.084949023,0.208731241,0.323770492,0.057087877,0.037535062,0.040948276
IBM WorkPad z50,1999-05-01,1999.333333,108,Tab,1999,5,IBM,IBM,65,0.00778222,0.000261141,0.065073674,0.467625899,0.219512195,0.222222222,0.246982759,0.134528016,0.753017241,0.869146889,-0.235622197,0.423281411,0.691678035,0.62704918,0.130853111,0.288568186,0.246982759
Hitachi HPW-600EUT,1999-06-01,1999.416667,109,Phone,1999,6,Hitachi,"Hitachi, Ltd",59,0.015594958,0.000523305,0.063572989,0.417266187,0.219512195,0.103174603,0.168103448,0.118626956,0.831896552,0.8466966,-0.296095556,0.388991163,0.581991814,0.454918033,0.1533034,0.216452905,0.168103448
NTT DoCoMo Sigmarion,1999-06-01,1999.416667,110,Phone,1999,6,NTT,"NTT DOCOMO, Inc",94,0.015594958,0.000523305,0.083582113,0.323741007,0.219512195,0.103174603,0.094827586,0.165320545,0.905172414,0.865939705,-0.291807749,0.272781528,0.497953615,0.237704918,0.134060295,0.10746633,0.094827586
Qualcomm pdQ 1900,1999-06-01,1999.416667,111,Phone,1999,6,Qualcomm,Intrinsyc,70,0.000946074,3.17E-05,0.007547442,0.129496403,0.056910569,0.063492063,0.025646552,0.093387178,0.974353448,0.8466966,-0.457397343,0.136688011,0.165075034,0.442622951,0.1533034,0.05813331,0.025646552
Qualcomm pdQ 800,1999-06-01,1999.416667,112,Phone,1999,6,Qualcomm,Intrinsyc,70,0.000946074,3.17E-05,0.007547442,0.129496403,0.056910569,0.063492063,0.025646552,0.093387178,0.974353448,0.8466966,-0.457397343,0.136688011,0.165075034,0.442622951,0.1533034,0.05813331,0.025646552
3Com Palm IIIe,1999-07-01,1999.5,113,Phone,1999,7,3Com,3Com,1,0.000946074,3.17E-05,0.007547442,0.115107914,0.024390244,0.063492063,0.023706897,0.058556285,0.976293103,0.923669019,-0.472964537,0.129872713,0.203274216,0.286885246,0.076330981,0.027707,0.023706897
Compaq Aero 8000,1999-07-01,1999.5,114,Phone,1999,7,Compaq,Compaq,32,0.00778222,0.000261141,0.063572989,0.597122302,0.284552846,0.281746032,0.043103448,0.139323574,0.956896552,0.872354073,-0.17688007,0.424541395,0.73260573,0.692622951,0.127645927,0.039333662,0.043103448
Psion Series 5mx,1999-07-01,1999.5,115,Phone,1999,7,Psion,Zebra Technologies,152,0.00778222,0.000162829,0.017984201,0.28057554,0.219512195,0.103174603,0.063362069,0.19661787,0.936637931,0.891597178,-0.329690887,0.22426789,0.446111869,0.168032787,0.108402822,0.06590583,0.063362069
IBM WorkPad 30x,1999-08-01,1999.583333,116,Tab,1999,8,IBM,IBM,65,0.001922666,3.17E-05,0.007547442,0.115107914,0.024390244,0.063492063,0.023706897,0.058556285,0.976293103,0.923669019,-0.472451241,0.129865298,0.203274216,0.286885246,0.076330981,0.027707,0.023706897
Compaq Aero 1530 / 1550,1999-09-01,1999.666667,117,Phone,1999,9,Compaq,Compaq,32,0.00778222,0.000261141,0.034559759,0.165467626,0.056910569,0.142857143,0.067887931,0.315497224,0.932112069,0.95574086,-0.327904005,0.026014586,0.19781719,0.336065574,0.04425914,0.039140955,0.067887931
Handspring Visor Deluxe,1999-09-01,1999.666667,118,Phone,1999,9,Handspring,Handspring Inc,56,0.003875851,3.17E-05,0.007547442,0.115107914,0.024390244,0.063492063,0.020043103,0.058556285,0.979956897,0.924951892,-0.471449023,0.128220301,0.190177353,0.298770492,0.075048108,0.025951224,0.020043103
Handspring Visor Solo,1999-09-01,1999.666667,119,Phone,1999,9,Handspring,Handspring Inc,56,0.000946074,3.17E-05,0.007547442,0.115107914,0.024390244,0.063492063,0.020043103,0.058556285,0.979956897,0.924951892,-0.472988911,0.128242546,0.190177353,0.298770492,0.075048108,0.025951224,0.020043103
IBM Workpad 40u,1999-09-01,1999.666667,120,Tab,1999,9,IBM,IBM,65,0.000946074,3.17E-05,0.007547442,0.107913669,0.024390244,0.063492063,0.011853448,0.0681474,0.988146552,0.974983964,-0.468452021,0.110900623,0.200545703,0.270491803,0.025016036,0.0102563,0.011853448
3Com Palm Vx,1999-10-01,1999.75,121,Phone,1999,10,3Com,3Com,1,0.003875851,3.17E-05,0.009548354,0.107913669,0.024390244,0.063492063,0.011637931,0.0681474,0.988362069,0.974983964,-0.465856439,0.110491616,0.200545703,0.270491803,0.025016036,0.0102563,0.011637931
HandEra TRGpro,1999-10-01,1999.75,122,Phone,1999,10,HandEra,HandEra,55,0.003875851,3.17E-05,0.007547442,0.100719424,0.024390244,0.063492063,0.023706897,0.073952549,0.976293103,0.910840282,-0.470720498,0.113863645,0.206002729,0.295081967,0.089159718,0.033038563,0.023706897
Oregon Scientific Osaris 16MB,1999-10-01,1999.75,123,Phone,1999,10,Oregon,Oregon Scientific,101,0.00778222,0.000130058,0.008763996,0.18705036,0.089430894,0.083333333,0.052586207,0.111812216,0.947413793,0.898011546,-0.416479049,0.174317511,0.446111869,0.172131148,0.101988454,0.06342205,0.052586207
Oregon Scientific Osaris 4MB,1999-10-01,1999.75,124,Phone,1999,10,Oregon,Oregon Scientific,101,0.001922666,0.000130058,0.008763996,0.18705036,0.089430894,0.083333333,0.052586207,0.111812216,0.947413793,0.898011546,-0.419558825,0.174362,0.446111869,0.172131148,0.101988454,0.06342205,0.052586207
Oregon Scientific Osaris 8MB,1999-10-01,1999.75,125,Phone,1999,10,Oregon,Oregon Scientific,101,0.003875851,0.000130058,0.008763996,0.18705036,0.089430894,0.083333333,0.052586207,0.111812216,0.947413793,0.898011546,-0.418532233,0.174347171,0.446111869,0.172131148,0.101988454,0.06342205,0.052586207
Hewlett-Packard Jornada 430 / 430 SE,1999-11-01,1999.833333,126,Phone,1999,11,Hewlett-Packard,Hewlett-Packard,58,0.00778222,0.000130058,0.06607413,0.129496403,0.056910569,0.142857143,0.040948276,0.17617365,0.959051724,0.892238614,-0.364787939,0.072643891,0.204092769,0.329918033,0.107761386,0.042181444,0.040948276
Hewlett-Packard Jornada 690,1999-11-01,1999.833333,127,Phone,1999,11,Hewlett-Packard,Hewlett-Packard,58,0.015594958,0.000261141,0.06607413,0.345323741,0.219512195,0.103174603,0.096982759,0.15345785,0.903017241,0.821039128,-0.30328216,0.299430362,0.497953615,0.18852459,0.178960872,0.121277006,0.096982759
Hewlett-Packard Jornada 690e,1999-11-01,1999.833333,128,Phone,1999,11,Hewlett-Packard,Hewlett-Packard,58,0.015594958,0.000261141,0.06607413,0.345323741,0.219512195,0.103174603,0.096982759,0.15345785,0.903017241,0.821039128,-0.30328216,0.299430362,0.497953615,0.18852459,0.178960872,0.121277006,0.096982759
Psion Revo,1999-11-01,1999.833333,129,Phone,1999,11,Psion,Zebra Technologies,152,0.003875851,0.000130058,0.017984201,0.223021583,0.154471545,0.063492063,0.030172414,0.153710247,0.969827586,0.930083387,-0.384711785,0.18221395,0.410641201,0.12295082,0.069916613,0.03571505,0.030172414
Sharp Telios HC-AJ2,1999-11-01,1999.833333,130,Phone,1999,11,Sharp,Sharp Corporation,115,0.015594958,0.000392223,0.064073217,0.482014388,0.284552846,0.281746032,0.161637931,0.18753155,0.838362069,0.883899936,-0.177411156,0.377865846,0.506139154,0.672131148,0.116100064,0.202470933,0.161637931
Compaq Aero 2150 / 2160 / 2180,1999-12-01,1999.916667,131,Phone,1999,12,Compaq,Compaq,32,0.011688589,0.000195599,0.034559759,0.165467626,0.056910569,0.142857143,0.043103448,0.139323574,0.956896552,0.910840282,-0.381581272,0.118426506,0.214188267,0.348360656,0.089159718,0.039333662,0.043103448
NEC MobilePro 800,1999-12-01,1999.916667,132,Phone,1999,12,NEC,NEC Corporationæ,91,0.015594958,0.000392223,0.065073674,0.553956835,0.284552846,0.281746032,0.231465517,0.156234225,0.768534483,0.865939705,-0.170449931,0.46808353,0.650750341,0.573770492,0.134060295,0.258248935,0.231465517
Philips Nino 500 / Nino 510 (Philips Atlantis),1999-12-01,1999.916667,133,Phone,1999,12,Philips,Philips,105,0.00778222,0.000261141,0.0370609,0.143884892,0.056910569,0.142857143,0.035991379,0.157748612,0.964008621,0.91725465,-0.381058257,0.091573048,0.219645293,0.348360656,0.08274535,0.037984712,0.035991379
Vadem Clio C-1050,1999-12-01,1999.916667,134,Phone,1999,12,Vadem,Vadem Ltd,142,0.015594958,0.000392223,0.083582113,0.553956835,0.219512195,0.222222222,0.299784483,0.101716305,0.700215517,0.872354073,-0.211783191,0.511295623,0.768076398,0.717213115,0.127645927,0.349699163,0.299784483
Casio Cassiopeia E-105,2000-01-01,2000,135,Phone,2000,1,Casio,Casio,26,0.015594958,0.000261141,0.065073674,0.151079137,0.056910569,0.142857143,0.042025862,0.154972236,0.957974138,0.910840282,-0.361678976,0.096195393,0.210368349,0.336885246,0.089159718,0.037535062,0.042025862
Palm IIIc,2000-02-01,2000.083333,136,Phone,2000,2,Palm,Palm,102,0.003875851,3.17E-05,0.009548354,0.115107914,0.024390244,0.063492063,0.028017241,0.060575467,0.971982759,0.930083387,-0.469194729,0.129651414,0.19781719,0.319672131,0.069916613,0.027086054,0.028017241
Palm IIIxe,2000-02-01,2000.083333,137,Phone,2000,2,Palm,Palm,102,0.003875851,3.17E-05,0.007547442,0.115107914,0.024390244,0.063492063,0.023706897,0.058556285,0.976293103,0.923669019,-0.471424649,0.129850469,0.203274216,0.286885246,0.076330981,0.027707,0.023706897
Ericsson MC218,2000-03-01,2000.166667,138,Phone,2000,3,Ericsson,Ericsson,46,0.00778222,0.000195599,0.017984201,0.28057554,0.219512195,0.103174603,0.063362069,0.19661787,0.936637931,0.891597178,-0.329679959,0.224278303,0.446111869,0.168032787,0.108402822,0.06590583,0.063362069
IBM WorkPad c3,2000-03-01,2000.166667,139,Tab,2000,3,IBM,IBM,65,0.003875851,3.17E-05,0.009548354,0.107913669,0.024390244,0.063492063,0.011637931,0.0681474,0.988362069,0.974983964,-0.465856439,0.110491616,0.200545703,0.270491803,0.025016036,0.0102563,0.011637931
NEC MobilePro 780,2000-03-01,2000.166667,140,Phone,2000,3,NEC,NEC Corporationæ,91,0.015594958,0.000392223,0.083582113,0.460431655,0.219512195,0.103174603,0.153017241,0.100706714,0.846982759,0.854393842,-0.281886202,0.414488032,0.650750341,0.336065574,0.145606158,0.18846755,0.153017241
Psion Series 7,2000-03-01,2000.166667,141,Phone,2000,3,Psion,Zebra Technologies,152,0.00778222,0.000261141,0.065929064,0.431654676,0.219512195,0.222222222,0.234913793,0.149671883,0.765086207,0.801796023,-0.243075617,0.394339689,0.623465211,0.545081967,0.198203977,0.329400681,0.234913793
Sharp Telios VJ1C,2000-03-01,2000.166667,142,Phone,2000,3,Sharp,Sharp Corporation,115,0.015594958,0.000392223,0.064073217,0.388489209,0.284552846,0.222222222,0.172413793,0.220090863,0.827586207,0.857601026,-0.21091078,0.319809019,0.563437926,0.37295082,0.142398974,0.171252382,0.172413793
Casio Cassiopeia E-115,2000-05-01,2000.333333,143,Phone,2000,5,Casio,Casio,26,0.015594958,0.000261141,0.065073674,0.151079137,0.056910569,0.142857143,0.026724138,0.17617365,0.973275862,0.910840282,-0.355907748,0.07795561,0.210368349,0.336885246,0.089159718,0.035522343,0.026724138
Casio Cassiopeia E-125,2000-05-01,2000.333333,144,Phone,2000,5,Casio,Casio,26,0.015594958,0.000261141,0.074578008,0.151079137,0.056910569,0.142857143,0.042025862,0.154972236,0.957974138,0.910840282,-0.356632985,0.0947827,0.210368349,0.336885246,0.089159718,0.037535062,0.042025862
NEC MobilePro 880,2000-06-01,2000.416667,145,Phone,2000,6,NEC,NEC Corporationæ,91,0.015594958,0.000392223,0.083582113,0.553956835,0.284552846,0.281746032,0.24137931,0.156234225,0.75862069,0.865939705,-0.160319018,0.469442754,0.650750341,0.573770492,0.134060295,0.258248935,0.24137931
Compaq iPAQ H3130 / H3135 / H3150,2000-07-01,2000.5,146,Phone,2000,7,Compaq,Compaq,32,0.00778222,0.000261141,0.102590781,0.151079137,0.056910569,0.142857143,0.043103448,0.139323574,0.956896552,0.938422065,-0.348545006,0.097515305,0.210095498,0.331967213,0.061577935,0.039333662,0.043103448
Hewlett-Packard Jornada 545,2000-07-01,2000.5,147,Phone,2000,7,Hewlett-Packard,Hewlett-Packard,58,0.00778222,0.000261141,0.06607413,0.143884892,0.056910569,0.142857143,0.043103448,0.157748612,0.956896552,0.936497755,-0.364113827,0.088541904,0.195088677,0.331967213,0.063502245,0.025287455,0.043103448
Hewlett-Packard Jornada 547 / 548,2000-07-01,2000.5,148,Phone,2000,7,Hewlett-Packard,Hewlett-Packard,58,0.015594958,0.000261141,0.06607413,0.143884892,0.056910569,0.142857143,0.043103448,0.157748612,0.956896552,0.936497755,-0.360007461,0.088482585,0.195088677,0.331967213,0.063502245,0.025287455,0.043103448
Sony Clie PEG-S500C,2000-07-01,2000.5,149,Phone,2000,7,Sony,Sony Corporation,123,0.003875851,6.45E-05,0.009548354,0.115107914,0.024390244,0.063492063,0.013146552,0.060575467,0.986853448,0.94162925,-0.4688471,0.122496023,0.175716235,0.269262295,0.05837075,0.017022461,0.013146552
Compaq iPAQ H3630 / H3635 / H3650,2000-08-01,2000.583333,150,Phone,2000,8,Compaq,Compaq,32,0.015594958,0.000261141,0.102590781,0.151079137,0.056910569,0.142857143,0.276939655,0.140333165,0.723060345,0.938422065,-0.336958992,0.193838011,0.210095498,0.331967213,0.061577935,0.324304649,0.276939655
Palm m100,2000-08-01,2000.583333,151,Phone,2000,8,Palm,Palm,102,0.000946074,3.17E-05,0.007547442,0.079136691,0.024390244,0.063492063,0.013943966,0.095153963,0.986056034,0.921744708,-0.469989487,0.084307838,0.198362892,0.28442623,0.078255292,0.027300173,0.013943966
Casio Cassiopeia EM-500,2000-09-01,2000.666667,152,Phone,2000,9,Casio,Casio,26,0.00778222,0.000261141,0.074578008,0.129496403,0.056910569,0.142857143,0.050646552,0.17617365,0.949353448,0.923669019,-0.357771545,0.072719078,0.206002729,0.323770492,0.076330981,0.051988095,0.050646552
Diamond Mako,2000-09-01,2000.666667,153,Phone,2000,9,Diamond,Psion,106,0.003875851,0.000261141,0.017984201,0.223021583,0.154471545,0.063492063,0.030172414,0.153710247,0.969827586,0.930083387,-0.384668075,0.1822556,0.410641201,0.12295082,0.069916613,0.03571505,0.030172414
Hewlett-Packard Jornada 720,2000-09-01,2000.666667,154,Phone,2000,9,Hewlett-Packard,Hewlett-Packard,58,0.015594958,0.000523305,0.102590781,0.345323741,0.219512195,0.103174603,0.096982759,0.15345785,0.903017241,0.821039128,-0.283807512,0.294085944,0.497953615,0.18852459,0.178960872,0.121277006,0.096982759
Psion Revo Plus,2000-09-01,2000.666667,155,Phone,2000,9,Psion,Zebra Technologies,152,0.00778222,0.000130058,0.017984201,0.223021583,0.154471545,0.063492063,0.030172414,0.153710247,0.969827586,0.930083387,-0.382658601,0.182184291,0.410641201,0.12295082,0.069916613,0.03571505,0.030172414
Handspring Visor Platinum,2000-10-01,2000.75,156,Phone,2000,10,Handspring,Handspring Inc,56,0.003875851,3.17E-05,0.016051319,0.115107914,0.024390244,0.063492063,0.020043103,0.058556285,0.979956897,0.924951892,-0.466934189,0.126956313,0.190177353,0.298770492,0.075048108,0.025951224,0.020043103
